elapsed_s,CP_ICACHE_MISSES,CP_ICACHE_HITS,CP_ICACHE_STALL,CP_DCACHE_MISSES,CP_DCACHE_HITS,CP_DCACHE_STALLS,CP_AQE_SQE_STALL,CP_SQE_AQE_STARVE,CP_ISR_CYCLES,CP_SQE_MD8_STALL_CYCLES,CP_SQE_MESH_EXEC_CYCLES,CP_AQE_NUM_AS_CHUNKS,CP_AQE_NUM_MS_CHUNKS,CP_S_SKEW_BUFFER_FULL
0.456024,18,235,1625,0,0,0,0,0,0,0,0,0,0,0
0.457964,18,231,1587,0,0,0,0,0,0,0,0,0,0,0
0.459588,18,237,1586,0,0,0,0,0,0,0,0,0,0,0
0.461077,18,235,1657,0,0,0,0,0,0,0,0,0,0,0
0.462570,18,235,1587,0,0,0,0,0,0,0,0,0,0,0
0.463984,18,235,1587,0,0,0,0,0,0,0,0,0,0,0
0.465494,18,235,1592,0,0,0,0,0,0,0,0,0,0,0
0.466907,18,235,1589,0,0,0,0,0,0,0,0,0,0,0
0.468314,18,235,1581,0,0,0,0,0,0,0,0,0,0,0
0.469721,18,235,1628,0,0,0,0,0,0,0,0,0,0,0
0.471140,18,231,1670,0,0,0,0,0,0,0,0,0,0,0
0.472550,18,235,1589,0,0,0,0,0,0,0,0,0,0,0
0.474254,18,231,1628,0,0,0,0,0,0,0,0,0,0,0
0.475859,18,235,1632,0,0,0,0,0,0,0,0,0,0,0
0.477467,18,235,1752,0,0,0,0,0,0,0,0,0,0,0
0.479073,18,235,1622,0,0,0,0,0,0,0,0,0,0,0
0.480677,18,235,1739,0,0,0,0,0,0,0,0,0,0,0
0.482302,18,235,1696,0,0,0,0,0,0,0,0,0,0,0
0.483907,18,235,1618,0,0,0,0,0,0,0,0,0,0,0
0.485514,18,231,1580,0,0,0,0,0,0,0,0,0,0,0
0.487119,18,235,1629,0,0,0,0,0,0,0,0,0,0,0
0.488723,18,231,1730,0,0,0,0,0,0,0,0,0,0,0
0.490406,18,231,1630,0,0,0,0,0,0,0,0,0,0,0
0.491853,18,235,1710,0,0,0,0,0,0,0,0,0,0,0
0.493433,18,235,1588,0,0,0,0,0,0,0,0,0,0,0
0.495039,18,235,1616,0,0,0,0,0,0,0,0,0,0,0
0.496643,18,235,1586,0,0,0,0,0,0,0,0,0,0,0
0.498253,18,235,1629,0,0,0,0,0,0,0,0,0,0,0
0.499857,18,235,1586,0,0,0,0,0,0,0,0,0,0,0
0.501464,18,235,1581,0,0,0,0,0,0,0,0,0,0,0
0.503069,18,235,1623,0,0,0,0,0,0,0,0,0,0,0
0.504684,18,235,1620,0,0,0,0,0,0,0,0,0,0,0
0.506293,18,231,1730,0,0,0,0,0,0,0,0,0,0,0
0.507896,18,235,1589,0,0,0,0,0,0,0,0,0,0,0
0.509504,18,235,1665,0,0,0,0,0,0,0,0,0,0,0
0.511107,18,235,1577,0,0,0,0,0,0,0,0,0,0,0
0.512709,18,235,1686,0,0,0,0,0,0,0,0,0,0,0
0.514342,18,231,1591,0,0,0,0,0,0,0,0,0,0,0
0.515958,18,235,1616,0,0,0,0,0,0,0,0,0,0,0
0.517564,18,235,1629,0,0,0,0,0,0,0,0,0,0,0
0.519168,18,231,1590,0,0,0,0,0,0,0,0,0,0,0
0.520771,18,235,1667,0,0,0,0,0,0,0,0,0,0,0
0.522380,18,235,1824,0,0,0,0,0,0,0,0,0,0,0
0.523983,18,235,1630,0,0,0,0,0,0,0,0,0,0,0
0.525589,18,235,1631,0,0,0,0,0,0,0,0,0,0,0
0.527206,18,235,1631,0,0,0,0,0,0,0,0,0,0,0
0.528809,18,235,1580,0,0,0,0,0,0,0,0,0,0,0
0.530418,18,235,1589,0,0,0,0,0,0,0,0,0,0,0
