elapsed_s,HLSQ_DUAL_FS_PROG_ACTIVE,HLSQ_DUAL_VS_PROG_ACTIVE,HLSQ_FS_BATCH_COUNT_ZERO,HLSQ_VS_BATCH_COUNT_ZERO,HLSQ_WAVE_PENDING_NO_QUAD,HLSQ_WAVE_PENDING_NO_PRIM_BASE
0.122108,0,0,2891280,2891466,0,0
0.123527,0,0,2888436,2888238,0,0
0.124945,0,0,2894646,2894544,0,0
0.126363,0,0,2891418,2891406,0,0
0.127783,0,0,2899884,2899866,0,0
0.129202,0,0,2573412,2604414,0,0
0.130581,0,0,2953068,2922102,0,0
0.132003,0,0,2898246,2898300,0,0
0.133423,0,0,2886534,2886534,0,0
0.134856,0,0,2467776,2475522,0,0
0.136250,0,0,2522172,2522268,0,0
0.137748,0,0,2626818,2626932,0,0
0.139144,0,0,2533020,2532954,0,0
0.140500,0,0,2535204,2535288,0,0
0.141851,0,0,2602440,2602188,0,0
0.143268,0,0,2439084,2439042,0,0
0.144657,0,0,2494314,2494446,0,0
0.146046,0,0,2557686,2557674,0,0
0.147437,0,0,2498934,2499420,0,0
0.148827,0,0,2497776,2497170,0,0
0.150252,0,0,2500020,2500020,0,0
0.151642,0,0,2502138,2502228,0,0
0.153033,0,0,2496900,2496792,0,0
0.154434,0,0,2440614,2440674,0,0
0.155955,0,0,4434498,4434522,0,0
0.157671,0,0,2877648,2877618,0,0
0.159120,0,0,2423754,2423778,0,0
0.160514,0,0,2511420,2511414,0,0
0.161907,0,0,2518488,2518878,0,0
0.163298,0,0,2521164,2520630,0,0
0.164703,0,0,2555868,2555964,0,0
0.166139,0,0,2525076,2525106,0,0
0.167536,0,0,2424882,2424768,0,0
0.168934,0,0,2533608,2533668,0,0
0.170335,0,0,2553204,2553144,0,0
0.171726,0,0,2505300,2505282,0,0
0.173117,0,0,2497428,2497536,0,0
0.174688,0,0,2518050,2517936,0,0
0.176138,0,0,2529036,2529036,0,0
0.177536,0,0,2425104,2425086,0,0
0.178932,0,0,2521224,2521320,0,0
0.180327,0,0,2527332,2527230,0,0
0.181725,0,0,2798514,2798466,0,0
0.183290,0,0,2591328,2591436,0,0
0.184852,0,0,2580984,2580870,0,0
0.186295,0,0,2522598,2522616,0,0
0.187825,0,0,2599632,2599626,0,0
0.189384,0,0,2627592,2627658,0,0
0.190950,0,0,2601720,2601714,0,0
0.192508,0,0,2591718,2591718,0,0
0.194070,0,0,2597172,2597058,0,0
0.195630,0,0,2599674,2599680,0,0
0.197202,0,0,2619312,2619336,0,0
0.198768,0,0,2604738,2604732,0,0
0.200328,0,0,2593692,2593680,0,0
0.201889,0,0,2653086,2653050,0,0
0.203449,0,0,2607552,2607576,0,0
0.205008,0,0,2667876,2667864,0,0
0.206612,0,0,2611206,2611308,0,0
0.208186,0,0,2601654,2601504,0,0
0.209747,0,0,2598624,2598762,0,0
0.211307,0,0,2600808,2600712,0,0
0.212866,0,0,2592072,2592120,0,0
0.214468,0,0,2598702,2598630,0,0
0.216028,0,0,2589390,2589486,0,0
0.217590,0,0,2588508,2588376,0,0
0.219164,0,0,2593548,2593536,0,0
0.220723,0,0,2595540,2595564,0,0
0.222327,0,0,2589996,2590050,0,0
0.223887,0,0,2595420,2595420,0,0
0.225445,0,0,3044562,3044460,0,0
0.227033,0,0,2541762,2541786,0,0
0.228436,0,0,2420814,2420874,0,0
0.230017,0,0,2602806,2602902,0,0
0.231578,0,0,2594802,2594700,0,0
0.233136,0,0,2592468,2592402,0,0
0.234757,0,0,2999184,2999226,0,0
0.236328,0,0,2705496,2706030,0,0
0.239659,0,0,2622816,2622210,0,0
0.241097,0,0,2506728,2506788,0,0
0.242497,0,0,2446686,2446584,0,0
0.243897,0,0,2528298,2528322,0,0
0.245295,0,0,2547234,2547288,0,0
0.246733,0,0,2527854,2527866,0,0
0.248131,0,0,2520780,2520696,0,0
0.249530,0,0,2589270,2589228,0,0
0.250928,0,0,2594448,2594550,0,0
0.252346,0,0,2528478,2528406,0,0
0.253746,0,0,2663892,2663988,0,0
0.255179,0,0,2538090,2537952,0,0
0.256576,0,0,2528904,2529522,0,0
0.257976,0,0,2431632,2431092,0,0
0.259374,0,0,2532300,2532300,0,0
0.260772,0,0,2535066,2535060,0,0
0.262205,0,0,3015768,3015762,0,0
0.263819,0,0,2622618,2622636,0,0
0.265263,0,0,2581794,2581758,0,0
0.266798,0,0,2571402,2571324,0,0
0.268349,0,0,2577450,2577516,0,0
0.269985,0,0,2564568,2564598,0,0
0.271520,0,0,2597988,2597946,0,0
0.273081,0,0,2602068,2602062,0,0
0.274653,0,0,2605374,2605404,0,0
0.276215,0,0,2595600,2595588,0,0
0.277780,0,0,2892840,2892840,0,0
0.279386,0,0,2609580,2609538,0,0
0.280948,0,0,2664156,2664054,0,0
0.282510,0,0,2599926,2599956,0,0
0.284072,0,0,2601030,2601120,0,0
0.285650,0,0,2868750,2868708,0,0
0.287248,0,0,2572788,2572722,0,0
0.288799,0,0,2571744,2571744,0,0
0.290229,0,0,2500596,2500650,0,0
0.291664,0,0,2568786,2568714,0,0
0.293221,0,0,2682996,2682972,0,0
0.294787,0,0,2658492,2658576,0,0
0.296358,0,0,2604540,2604432,0,0
0.297920,0,0,2592522,2592540,0,0
0.299491,0,0,3173676,3173736,0,0
0.301020,0,0,2580960,2580888,0,0
0.302479,0,0,2525634,2525700,0,0
0.304009,0,0,2605350,2605344,0,0
0.305573,0,0,2605422,2605422,0,0
0.307149,0,0,2610462,2610378,0,0
0.308710,0,0,2593524,2593530,0,0
0.310317,0,0,2610030,2610012,0,0
0.311879,0,0,2600136,2600202,0,0
0.313440,0,0,2988564,2988486,0,0
0.315025,0,0,2608314,2608410,0,0
0.316428,0,0,2422386,2422278,0,0
0.318010,0,0,2602842,2602902,0,0
0.319573,0,0,2596482,2596482,0,0
0.321133,0,0,2609244,2609172,0,0
0.322758,0,0,3000042,3000096,0,0
0.324318,0,0,2668536,2668470,0,0
0.325926,0,0,2608404,2608458,0,0
0.327489,0,0,2606952,2606952,0,0
0.329065,0,0,2609256,2609706,0,0
0.330628,0,0,2577102,2576670,0,0
0.332181,0,0,2579790,2579748,0,0
0.333691,0,0,2893776,2893710,0,0
0.335296,0,0,2603148,2603142,0,0
0.336857,0,0,2593368,2593422,0,0
0.339504,0,0,2585772,2585772,0,0
0.340936,0,0,2537256,2537286,0,0
0.342383,0,0,2507256,2507142,0,0
0.343784,0,0,2535204,2535372,0,0
0.345182,0,0,2876718,2876538,0,0
0.346632,0,0,2426922,2426886,0,0
0.348010,0,0,2524272,2524410,0,0
0.349538,0,0,2606808,2606754,0,0
0.351155,0,0,2605230,2605230,0,0
0.352716,0,0,2595006,2594904,0,0
0.354280,0,0,2666952,2666934,0,0
0.355842,0,0,2608098,2608188,0,0
0.357404,0,0,2620794,2620800,0,0
0.358968,0,0,2602200,2602188,0,0
0.360528,0,0,2605218,2605146,0,0
0.362106,0,0,2600790,2600760,0,0
0.363667,0,0,2605890,2605914,0,0
0.365229,0,0,2621538,2621526,0,0
0.366832,0,0,2590614,2590680,0,0
0.368393,0,0,2602710,2602632,0,0
0.369957,0,0,2620272,2620272,0,0
0.371520,0,0,2608830,2608818,0,0
0.373095,0,0,2594886,2594940,0,0
0.374529,0,0,2533338,2533236,0,0
0.376061,0,0,2610846,2610846,0,0
0.377625,0,0,2595984,2596068,0,0
0.379186,0,0,2615106,2615106,0,0
0.380747,0,0,2663844,2663736,0,0
0.382351,0,0,2602710,2602812,0,0
0.383926,0,0,2597646,2597682,0,0
0.385488,0,0,2611440,2611284,0,0
0.387051,0,0,2598804,2598936,0,0
0.388611,0,0,2610864,2610720,0,0
0.390218,0,0,2586462,2586492,0,0
0.391772,0,0,2577570,2577534,0,0
0.393324,0,0,3105738,3105864,0,0
0.394971,0,0,2612706,2612664,0,0
0.396530,0,0,2595216,2595144,0,0
0.398136,0,0,2598066,2598060,0,0
0.399697,0,0,2662308,2662302,0,0
0.401256,0,0,2618034,2618094,0,0
0.402820,0,0,2581362,2581290,0,0
0.404377,0,0,2604882,2604888,0,0
0.405996,0,0,2614686,2614674,0,0
0.407558,0,0,2601342,2601396,0,0
0.409115,0,0,2374728,2374716,0,0
0.410736,0,0,2598384,2598420,0,0
0.412296,0,0,2595534,2595396,0,0
0.413859,0,0,2595546,2596170,0,0
0.415420,0,0,2596794,2596290,0,0
0.416870,0,0,2353158,2351556,0,0
0.418401,0,0,2484750,2484810,0,0
0.419962,0,0,2475870,2475810,0,0
0.421524,0,0,2481234,2481288,0,0
0.423085,0,0,2481720,2481654,0,0
0.424643,0,0,2481876,2481864,0,0
0.426205,0,0,2487012,2487006,0,0
0.427780,0,0,2483352,2483406,0,0
0.429339,0,0,2565972,2566380,0,0
0.430906,0,0,2483736,2483256,0,0
0.432464,0,0,2479332,2479386,0,0
0.434027,0,0,2486100,2486094,0,0
0.435587,0,0,2477448,2477388,0,0
0.437146,0,0,2477550,2921058,0,0
0.438653,0,0,2919762,2476302,0,0
0.440183,0,0,2478708,2478630,0,0
0.441745,0,0,2495442,2495502,0,0
0.443305,0,0,2487774,2488182,0,0
0.444864,0,0,2489484,2488998,0,0
0.446468,0,0,2490570,2490636,0,0
0.448029,0,0,2474178,2474262,0,0
0.449604,0,0,2486520,2486424,0,0
0.451165,0,0,2543340,2543328,0,0
0.452724,0,0,2473374,2473368,0,0
0.454330,0,0,2490354,2490378,0,0
0.455891,0,0,2487906,2487774,0,0
0.457451,0,0,2986536,2986656,0,0
0.459153,0,0,2457168,2457222,0,0
0.460717,0,0,2473002,2472906,0,0
0.462152,0,0,2431140,2431068,0,0
