group,chunk,counter_start_index,counter_end_index,active_counters,csv_path,benchmark_log,benchmark_exit_status
RAS,5,16,20,4,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/08_RAS/RAS_chunk005.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/08_RAS/RAS_chunk005_benchmark.log,0
RAS,6,20,24,4,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/08_RAS/RAS_chunk006.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/08_RAS/RAS_chunk006_benchmark.log,0
RAS,7,24,28,4,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/08_RAS/RAS_chunk007.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/08_RAS/RAS_chunk007_benchmark.log,0
RAS,8,28,32,4,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/08_RAS/RAS_chunk008.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/08_RAS/RAS_chunk008_benchmark.log,0
RAS,9,32,36,4,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/08_RAS/RAS_chunk009.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/08_RAS/RAS_chunk009_benchmark.log,0
RAS,10,36,39,3,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/08_RAS/RAS_chunk010.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/08_RAS/RAS_chunk010_benchmark.log,0
UCHE,1,0,24,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk001.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk001_benchmark.log,0
UCHE,2,24,48,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk002.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk002_benchmark.log,0
UCHE,3,48,72,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk003.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk003_benchmark.log,0
UCHE,4,72,96,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk004.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk004_benchmark.log,0
UCHE,5,96,120,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk005.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk005_benchmark.log,0
UCHE,6,120,144,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk006.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk006_benchmark.log,0
UCHE,7,144,168,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk007.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk007_benchmark.log,0
UCHE,8,168,192,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk008.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk008_benchmark.log,0
UCHE,9,192,203,11,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk009.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/09_UCHE/UCHE_chunk009_benchmark.log,0
TP,1,0,12,12,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk001.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk001_benchmark.log,0
TP,2,12,24,12,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk002.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk002_benchmark.log,0
TP,3,24,36,12,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk003.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk003_benchmark.log,0
TP,4,36,48,12,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk004.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk004_benchmark.log,0
TP,5,48,60,12,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk005.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk005_benchmark.log,0
TP,6,60,72,12,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk006.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk006_benchmark.log,0
TP,7,72,84,12,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk007.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk007_benchmark.log,0
TP,8,84,96,12,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk008.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk008_benchmark.log,0
TP,9,96,108,12,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk009.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk009_benchmark.log,0
TP,10,108,120,12,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk010.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk010_benchmark.log,0
TP,11,120,132,12,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk011.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk011_benchmark.log,0
TP,12,132,143,11,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk012.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/10_TP/TP_chunk012_benchmark.log,0
SP,1,0,24,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk001.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk001_benchmark.log,0
SP,2,24,48,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk002.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk002_benchmark.log,0
SP,3,48,72,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk003.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk003_benchmark.log,0
SP,4,72,96,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk004.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk004_benchmark.log,0
SP,5,96,120,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk005.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk005_benchmark.log,0
SP,6,120,144,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk006.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk006_benchmark.log,0
SP,7,144,168,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk007.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk007_benchmark.log,0
SP,8,168,192,24,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk008.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk008_benchmark.log,0
SP,9,192,205,13,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk009.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/11_SP/SP_chunk009_benchmark.log,0
RB,1,0,8,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk001.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk001_benchmark.log,0
RB,2,8,16,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk002.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk002_benchmark.log,0
RB,3,16,24,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk003.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk003_benchmark.log,0
RB,4,24,32,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk004.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk004_benchmark.log,0
RB,5,32,40,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk005.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk005_benchmark.log,0
RB,6,40,48,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk006.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk006_benchmark.log,0
RB,7,48,56,8,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk007.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/12_RB/RB_chunk007_benchmark.log,0
LRZ,1,0,3,3,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/13_LRZ/LRZ_chunk001.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/13_LRZ/LRZ_chunk001_benchmark.log,0
ALWAYSON,1,0,1,1,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/14_ALWAYSON/ALWAYSON_chunk001.csv,/data/local/tmp/jerry_work/perfcounter_sweeps_widths/width_128/sweep_20260624_172208/14_ALWAYSON/ALWAYSON_chunk001_benchmark.log,0
